(rturn,o0,o1,o2,o3,o4,o5,o6,o7,o8)
581:(0,0,1,1,2,0,2,1,2,1)
582:(0,0,1,1,2,0,2,2,1,1)
583:(0,0,1,1,2,1,0,0,0,2)
584:(0,0,1,1,2,1,0,0,2,0)
585:(0,0,1,1,2,1,0,1,2,2)
586:(0,0,1,1,2,1,0,2,0,0)
587:(0,0,1,1,2,1,0,2,1,2)
588:(0,0,1,1,2,1,0,2,2,1)
589:(0,0,1,1,2,1,1,0,2,2)
590:(0,0,1,1,2,1,1,2,0,2)
591:(0,0,1,1,2,1,1,2,2,0)
592:(0,0,1,1,2,1,2,0,0,0)
593:(0,0,1,1,2,1,2,0,1,2)
594:(0,0,1,1,2,1,2,0,2,1)
595:(0,0,1,1,2,1,2,1,0,2)
596:(0,0,1,1,2,1,2,1,2,0)
597:(0,0,1,1,2,1,2,2,0,1)
598:(0,0,1,1,2,1,2,2,1,0)
599:(0,0,1,1,2,2,0,0,0,1)
600:(0,0,1,1,2,2,0,0,1,0)
601:(0,0,1,1,2,2,0,1,0,0)
602:(0,0,1,1,2,2,0,1,1,2)
603:(0,0,1,1,2,2,0,1,2,1)
604:(0,0,1,1,2,2,0,2,1,1)
605:(0,0,1,1,2,2,1,0,0,0)
606:(0,0,1,1,2,2,1,0,1,2)
607:(0,0,1,1,2,2,1,0,2,1)
608:(0,0,1,1,2,2,1,1,0,2)
609:(0,0,1,1,2,2,1,1,2,0)
610:(0,0,1,1,2,2,1,2,0,1)
611:(0,0,1,1,2,2,1,2,1,0)
612:(0,0,1,2,0,0,0,0,0,1)
613:(0,0,1,2,0,0,0,0,1,0)
614:(0,0,1,2,0,0,0,1,0,0)
615:(0,0,1,2,0,0,0,1,1,2)
616:(0,0,1,2,0,0,0,1,2,1)
617:(0,0,1,2,0,0,0,2,1,1)
618:(0,0,1,2,0,0,1,0,0,0)
619:(0,0,1,2,0,0,1,0,1,2)
620:(0,0,1,2,0,0,1,0,2,1)
621:(0,0,1,2,0,0,1,1,0,2)
622:(0,0,1,2,0,0,1,1,2,0)
623:(0,0,1,2,0,0,1,2,0,1)
624:(0,0,1,2,0,0,1,2,1,0)
625:(0,0,1,2,0,0,2,0,1,1)
626:(0,0,1,2,0,0,2,1,0,1)
627:(0,0,1,2,0,0,2,1,1,0)
628:(0,0,1,2,0,1,0,0,0,0)
629:(0,0,1,2,0,1,0,0,1,2)
630:(0,0,1,2,0,1,0,0,2,1)
631:(0,0,1,2,0,1,0,1,0,2)
632:(0,0,1,2,0,1,0,1,2,0)
633:(0,0,1,2,0,1,0,2,0,1)
634:(0,0,1,2,0,1,0,2,1,0)
635:(0,0,1,2,0,1,1,0,0,2)
636:(0,0,1,2,0,1,1,0,2,0)
637:(0,0,1,2,0,1,1,1,2,2)
638:(0,0,1,2,0,1,1,2,0,0)
639:(0,0,1,2,0,1,1,2,1,2)
640:(0,0,1,2,0,1,1,2,2,1)
641:(0,0,1,2,0,1,2,0,0,1)
642:(0,0,1,2,0,1,2,0,1,0)
643:(0,0,1,2,0,1,2,1,0,0)
644:(0,0,1,2,0,1,2,1,2,1)
645:(0,0,1,2,0,1,2,2,1,1)
646:(0,0,1,2,0,2,0,0,1,1)
647:(0,0,1,2,0,2,0,1,0,1)
648:(0,0,1,2,0,2,0,1,1,0)
649:(0,0,1,2,0,2,1,0,0,1)
650:(0,0,1,2,0,2,1,0,1,0)
651:(0,0,1,2,0,2,1,1,0,0)
652:(0,0,1,2,0,2,1,1,1,2)
653:(0,0,1,2,0,2,1,1,2,1)
654:(0,0,1,2,0,2,2,1,1,1)
655:(0,0,1,2,1,0,0,0,0,0)
656:(0,0,1,2,1,0,0,0,1,2)
657:(0,0,1,2,1,0,0,0,2,1)
658:(0,0,1,2,1,0,0,1,0,2)
659:(0,0,1,2,1,0,0,1,2,0)
660:(0,0,1,2,1,0,0,2,0,1)
661:(0,0,1,2,1,0,0,2,1,0)
662:(0,0,1,2,1,0,1,0,0,2)
663:(0,0,1,2,1,0,1,0,2,0)
664:(0,0,1,2,1,0,1,1,2,2)
665:(0,0,1,2,1,0,1,2,0,0)
666:(0,0,1,2,1,0,1,2,1,2)
667:(0,0,1,2,1,0,1,2,2,1)
668:(0,0,1,2,1,0,2,0,0,1)
669:(0,0,1,2,1,0,2,0,1,0)
670:(0,0,1,2,1,0,2,1,0,0)
671:(0,0,1,2,1,0,2,1,2,1)
672:(0,0,1,2,1,0,2,2,1,1)
673:(0,0,1,2,1,1,0,0,0,2)
674:(0,0,1,2,1,1,0,0,2,0)
675:(0,0,1,2,1,1,0,1,2,2)
676:(0,0,1,2,1,1,0,2,0,0)
677:(0,0,1,2,1,1,0,2,1,2)
678:(0,0,1,2,1,1,0,2,2,1)
679:(0,0,1,2,1,1,1,0,2,2)
680:(0,0,1,2,1,1,1,2,0,2)
681:(0,0,1,2,1,1,1,2,2,0)
682:(0,0,1,2,1,1,2,0,0,0)
683:(0,0,1,2,1,1,2,0,2,1)
684:(0,0,1,2,1,1,2,1,2,0)
685:(0,0,1,2,1,1,2,2,0,1)
686:(0,0,1,2,1,1,2,2,1,0)
687:(0,0,1,2,1,2,0,0,0,1)
688:(0,0,1,2,1,2,0,0,1,0)
689:(0,0,1,2,1,2,0,1,0,0)
690:(0,0,1,2,1,2,0,1,1,2)
691:(0,0,1,2,1,2,0,1,2,1)
692:(0,0,1,2,1,2,1,0,0,0)
693:(0,0,1,2,1,2,1,0,1,2)
694:(0,0,1,2,1,2,1,0,2,1)
695:(0,0,1,2,1,2,1,1,0,2)
696:(0,0,1,2,1,2,1,1,2,0)
697:(0,0,1,2,1,2,2,0,1,1)
698:(0,0,1,2,1,2,2,1,0,1)
699:(0,0,1,2,1,2,2,1,1,0)
700:(0,0,1,2,2,0,0,0,1,1)
701:(0,0,1,2,2,0,0,1,0,1)
702:(0,0,1,2,2,0,0,1,1,0)
703:(0,0,1,2,2,0,1,0,0,1)
704:(0,0,1,2,2,0,1,0,1,0)
705:(0,0,1,2,2,0,1,1,0,0)
706:(0,0,1,2,2,0,1,1,1,2)
707:(0,0,1,2,2,0,1,1,2,1)
708:(0,0,1,2,2,0,1,2,1,1)
709:(0,0,1,2,2,0,2,1,1,1)
710:(0,0,1,2,2,1,0,0,0,1)
711:(0,0,1,2,2,1,0,0,1,0)
712:(0,0,1,2,2,1,0,1,0,0)
713:(0,0,1,2,2,1,0,1,1,2)
714:(0,0,1,2,2,1,0,1,2,1)
715:(0,0,1,2,2,1,0,2,1,1)
716:(0,0,1,2,2,1,1,0,0,0)
717:(0,0,1,2,2,1,1,0,1,2)
718:(0,0,1,2,2,1,1,0,2,1)
719:(0,0,1,2,2,1,1,1,0,2)
720:(0,0,1,2,2,1,1,1,2,0)
721:(0,0,1,2,2,1,1,2,0,1)
722:(0,0,1,2,2,1,1,2,1,0)
723:(0,0,1,2,2,1,2,0,1,1)
724:(0,0,1,2,2,1,2,1,0,1)
725:(0,0,1,2,2,1,2,1,1,0)
726:(0,0,1,2,2,2,0,1,1,1)
727:(0,0,1,2,2,2,1,0,1,1)
728:(0,0,1,2,2,2,1,1,0,1)
729:(0,0,1,2,2,2,1,1,1,0)
730:(0,0,2,0,0,0,0,0,1,1)
731:(0,0,2,0,0,0,0,1,0,1)
732:(0,0,2,0,0,0,0,1,1,0)
733:(0,0,2,0,0,0,1,0,0,1)
734:(0,0,2,0,0,0,1,0,1,0)
735:(0,0,2,0,0,0,1,1,0,0)
736:(0,0,2,0,0,0,1,1,1,2)
737:(0,0,2,0,0,0,1,1,2,1)
738:(0,0,2,0,0,0,1,2,1,1)
739:(0,0,2,0,0,0,2,1,1,1)
740:(0,0,2,0,0,1,0,0,0,1)
741:(0,0,2,0,0,1,0,0,1,0)
742:(0,0,2,0,0,1,0,1,0,0)
743:(0,0,2,0,0,1,0,1,1,2)
744:(0,0,2,0,0,1,0,1,2,1)
745:(0,0,2,0,0,1,0,2,1,1)
746:(0,0,2,0,0,1,1,0,0,0)
747:(0,0,2,0,0,1,1,0,1,2)
748:(0,0,2,0,0,1,1,0,2,1)
749:(0,0,2,0,0,1,1,1,0,2)
750:(0,0,2,0,0,1,1,1,2,0)
751:(0,0,2,0,0,1,1,2,0,1)
752:(0,0,2,0,0,1,1,2,1,0)
753:(0,0,2,0,0,1,2,0,1,1)
754:(0,0,2,0,0,1,2,1,0,1)
755:(0,0,2,0,0,1,2,1,1,0)
756:(0,0,2,0,0,2,0,1,1,1)
757:(0,0,2,0,0,2,1,0,1,1)
758:(0,0,2,0,0,2,1,1,0,1)
759:(0,0,2,0,0,2,1,1,1,0)
760:(0,0,2,0,1,0,0,0,0,1)
761:(0,0,2,0,1,0,0,0,1,0)
762:(0,0,2,0,1,0,0,1,0,0)
763:(0,0,2,0,1,0,0,1,1,2)
764:(0,0,2,0,1,0,0,1,2,1)
765:(0,0,2,0,1,0,0,2,1,1)
766:(0,0,2,0,1,0,1,0,0,0)
767:(0,0,2,0,1,0,1,0,1,2)
768:(0,0,2,0,1,0,1,0,2,1)
769:(0,0,2,0,1,0,1,1,0,2)
770:(0,0,2,0,1,0,1,1,2,0)
771:(0,0,2,0,1,0,1,2,0,1)
772:(0,0,2,0,1,0,1,2,1,0)
773:(0,0,2,0,1,0,2,0,1,1)
774:(0,0,2,0,1,0,2,1,0,1)
775:(0,0,2,0,1,0,2,1,1,0)
776:(0,0,2,0,1,1,0,0,0,0)
777:(0,0,2,0,1,1,0,0,1,2)
778:(0,0,2,0,1,1,0,0,2,1)
779:(0,0,2,0,1,1,0,1,0,2)
780:(0,0,2,0,1,1,0,1,2,0)
781:(0,0,2,0,1,1,0,2,0,1)
782:(0,0,2,0,1,1,0,2,1,0)
783:(0,0,2,0,1,1,1,0,0,2)
784:(0,0,2,0,1,1,1,0,2,0)
785:(0,0,2,0,1,1,1,1,2,2)
786:(0,0,2,0,1,1,1,2,0,0)
787:(0,0,2,0,1,1,1,2,1,2)
788:(0,0,2,0,1,1,1,2,2,1)
789:(0,0,2,0,1,1,2,0,0,1)
790:(0,0,2,0,1,1,2,0,1,0)
791:(0,0,2,0,1,1,2,1,0,0)
792:(0,0,2,0,1,1,2,1,1,2)
793:(0,0,2,0,1,1,2,1,2,1)
794:(0,0,2,0,1,1,2,2,1,1)
795:(0,0,2,0,1,2,0,0,1,1)
796:(0,0,2,0,1,2,0,1,0,1)
797:(0,0,2,0,1,2,0,1,1,0)
798:(0,0,2,0,1,2,1,0,0,1)
799:(0,0,2,0,1,2,1,0,1,0)
800:(0,0,2,0,1,2,1,1,0,0)
801:(0,0,2,0,1,2,1,1,1,2)
802:(0,0,2,0,1,2,1,2,1,1)
803:(0,0,2,0,1,2,2,1,1,1)
804:(0,0,2,0,2,0,0,1,1,1)
805:(0,0,2,0,2,0,1,0,1,1)
806:(0,0,2,0,2,0,1,1,0,1)
807:(0,0,2,0,2,0,1,1,1,0)
808:(0,0,2,0,2,1,0,0,1,1)
809:(0,0,2,0,2,1,0,1,0,1)
810:(0,0,2,0,2,1,0,1,1,0)
811:(0,0,2,0,2,1,1,0,0,1)
812:(0,0,2,0,2,1,1,0,1,0)
813:(0,0,2,0,2,1,1,1,0,0)
814:(0,0,2,0,2,1,1,1,1,2)
815:(0,0,2,0,2,1,1,1,2,1)
816:(0,0,2,0,2,1,1,2,1,1)
817:(0,0,2,0,2,1,2,1,1,1)
818:(0,0,2,0,2,2,1,1,1,1)
819:(0,0,2,1,0,0,0,0,0,1)
820:(0,0,2,1,0,0,0,0,1,0)
821:(0,0,2,1,0,0,0,1,0,0)
822:(0,0,2,1,0,0,0,1,1,2)
823:(0,0,2,1,0,0,0,1,2,1)
824:(0,0,2,1,0,0,0,2,1,1)
825:(0,0,2,1,0,0,1,0,0,0)
826:(0,0,2,1,0,0,1,0,1,2)
827:(0,0,2,1,0,0,1,0,2,1)
828:(0,0,2,1,0,0,1,1,0,2)
829:(0,0,2,1,0,0,1,1,2,0)
830:(0,0,2,1,0,0,1,2,0,1)
831:(0,0,2,1,0,0,1,2,1,0)
832:(0,0,2,1,0,0,2,0,1,1)
833:(0,0,2,1,0,0,2,1,0,1)
834:(0,0,2,1,0,0,2,1,1,0)
835:(0,0,2,1,0,1,0,0,0,0)
836:(0,0,2,1,0,1,0,0,1,2)
837:(0,0,2,1,0,1,0,0,2,1)
838:(0,0,2,1,0,1,0,1,0,2)
839:(0,0,2,1,0,1,0,1,2,0)
840:(0,0,2,1,0,1,0,2,0,1)
841:(0,0,2,1,0,1,0,2,1,0)
842:(0,0,2,1,0,1,1,0,0,2)
843:(0,0,2,1,0,1,1,0,2,0)
844:(0,0,2,1,0,1,1,1,2,2)
845:(0,0,2,1,0,1,1,2,0,0)
846:(0,0,2,1,0,1,1,2,1,2)
847:(0,0,2,1,0,1,1,2,2,1)
848:(0,0,2,1,0,1,2,0,0,1)
849:(0,0,2,1,0,1,2,0,1,0)
850:(0,0,2,1,0,1,2,1,0,0)
851:(0,0,2,1,0,1,2,1,1,2)
852:(0,0,2,1,0,1,2,1,2,1)
853:(0,0,2,1,0,1,2,2,1,1)
854:(0,0,2,1,0,2,0,0,1,1)
855:(0,0,2,1,0,2,0,1,0,1)
856:(0,0,2,1,0,2,0,1,1,0)
857:(0,0,2,1,0,2,1,0,0,1)
858:(0,0,2,1,0,2,1,0,1,0)
859:(0,0,2,1,0,2,1,1,0,0)
860:(0,0,2,1,0,2,1,1,1,2)
861:(0,0,2,1,0,2,1,2,1,1)
862:(0,0,2,1,0,2,2,1,1,1)
863:(0,0,2,1,1,0,0,0,0,0)
864:(0,0,2,1,1,0,0,0,1,2)
865:(0,0,2,1,1,0,0,0,2,1)
866:(0,0,2,1,1,0,0,1,0,2)
867:(0,0,2,1,1,0,0,1,2,0)
868:(0,0,2,1,1,0,0,2,0,1)
869:(0,0,2,1,1,0,0,2,1,0)
870:(0,0,2,1,1,0,1,0,0,2)
871:(0,0,2,1,1,0,1,0,2,0)
872:(0,0,2,1,1,0,1,1,2,2)
873:(0,0,2,1,1,0,1,2,0,0)
874:(0,0,2,1,1,0,1,2,1,2)
875:(0,0,2,1,1,0,1,2,2,1)
876:(0,0,2,1,1,0,2,0,0,1)
877:(0,0,2,1,1,0,2,0,1,0)
878:(0,0,2,1,1,0,2,1,0,0)
879:(0,0,2,1,1,0,2,1,1,2)
880:(0,0,2,1,1,0,2,1,2,1)
881:(0,0,2,1,1,0,2,2,1,1)
882:(0,0,2,1,1,1,0,0,0,2)
883:(0,0,2,1,1,1,0,0,2,0)
884:(0,0,2,1,1,1,0,1,2,2)
885:(0,0,2,1,1,1,0,2,0,0)
886:(0,0,2,1,1,1,0,2,1,2)
887:(0,0,2,1,1,1,0,2,2,1)
888:(0,0,2,1,1,1,1,0,2,2)
889:(0,0,2,1,1,1,1,2,0,2)
890:(0,0,2,1,1,1,1,2,2,0)
891:(0,0,2,1,1,1,2,0,0,0)
892:(0,0,2,1,1,1,2,0,1,2)
893:(0,0,2,1,1,1,2,0,2,1)
894:(0,0,2,1,1,1,2,1,0,2)
895:(0,0,2,1,1,1,2,1,2,0)
896:(0,0,2,1,1,1,2,2,0,1)
897:(0,0,2,1,1,1,2,2,1,0)
898:(0,0,2,1,1,2,0,0,0,1)
899:(0,0,2,1,1,2,0,0,1,0)
900:(0,0,2,1,1,2,0,1,0,0)
901:(0,0,2,1,1,2,0,1,1,2)
902:(0,0,2,1,1,2,0,2,1,1)
903:(0,0,2,1,1,2,1,0,0,0)
904:(0,0,2,1,1,2,1,0,1,2)
905:(0,0,2,1,1,2,1,1,0,2)
906:(0,0,2,1,1,2,1,2,0,1)
907:(0,0,2,1,1,2,1,2,1,0)
908:(0,0,2,1,1,2,2,0,1,1)
909:(0,0,2,1,1,2,2,1,0,1)
910:(0,0,2,1,1,2,2,1,1,0)
911:(0,0,2,1,2,0,0,0,1,1)
912:(0,0,2,1,2,0,0,1,0,1)
913:(0,0,2,1,2,0,0,1,1,0)
914:(0,0,2,1,2,0,1,0,0,1)
915:(0,0,2,1,2,0,1,0,1,0)
916:(0,0,2,1,2,0,1,1,0,0)
917:(0,0,2,1,2,0,1,1,1,2)
918:(0,0,2,1,2,0,1,1,2,1)
919:(0,0,2,1,2,0,1,2,1,1)
920:(0,0,2,1,2,0,2,1,1,1)
921:(0,0,2,1,2,1,0,0,0,1)
922:(0,0,2,1,2,1,0,0,1,0)
923:(0,0,2,1,2,1,0,1,0,0)
924:(0,0,2,1,2,1,0,1,1,2)
925:(0,0,2,1,2,1,0,1,2,1)
926:(0,0,2,1,2,1,0,2,1,1)
927:(0,0,2,1,2,1,1,0,0,0)
928:(0,0,2,1,2,1,1,0,1,2)
929:(0,0,2,1,2,1,1,0,2,1)
930:(0,0,2,1,2,1,1,1,0,2)
931:(0,0,2,1,2,1,1,1,2,0)
932:(0,0,2,1,2,1,1,2,0,1)
933:(0,0,2,1,2,1,1,2,1,0)
934:(0,0,2,1,2,1,2,0,1,1)
935:(0,0,2,1,2,1,2,1,0,1)
936:(0,0,2,1,2,1,2,1,1,0)
937:(0,0,2,1,2,2,0,1,1,1)
938:(0,0,2,1,2,2,1,0,1,1)
939:(0,0,2,1,2,2,1,1,0,1)
940:(0,0,2,1,2,2,1,1,1,0)
941:(0,0,2,2,0,0,0,1,1,1)
942:(0,0,2,2,0,0,1,0,1,1)
943:(0,0,2,2,0,0,1,1,0,1)
944:(0,0,2,2,0,0,1,1,1,0)
945:(0,0,2,2,0,1,0,0,1,1)
946:(0,0,2,2,0,1,0,1,0,1)
947:(0,0,2,2,0,1,0,1,1,0)
948:(0,0,2,2,0,1,1,0,0,1)
949:(0,0,2,2,0,1,1,0,1,0)
950:(0,0,2,2,0,1,1,1,0,0)
951:(0,0,2,2,0,1,1,1,1,2)
952:(0,0,2,2,0,1,1,1,2,1)
953:(0,0,2,2,0,1,1,2,1,1)
954:(0,0,2,2,0,1,2,1,1,1)
955:(0,0,2,2,0,2,1,1,1,1)
956:(0,0,2,2,1,0,0,0,1,1)
957:(0,0,2,2,1,0,0,1,0,1)
958:(0,0,2,2,1,0,0,1,1,0)
959:(0,0,2,2,1,0,1,0,0,1)
960:(0,0,2,2,1,0,1,0,1,0)
961:(0,0,2,2,1,0,1,1,0,0)
962:(0,0,2,2,1,0,1,1,1,2)
963:(0,0,2,2,1,0,1,1,2,1)
964:(0,0,2,2,1,0,1,2,1,1)
965:(0,0,2,2,1,0,2,1,1,1)
966:(0,0,2,2,1,1,0,0,0,1)
967:(0,0,2,2,1,1,0,0,1,0)
968:(0,0,2,2,1,1,0,1,0,0)
969:(0,0,2,2,1,1,0,1,1,2)
970:(0,0,2,2,1,1,0,1,2,1)
971:(0,0,2,2,1,1,0,2,1,1)
972:(0,0,2,2,1,1,1,0,0,0)
973:(0,0,2,2,1,1,1,0,1,2)
974:(0,0,2,2,1,1,1,0,2,1)
975:(0,0,2,2,1,1,1,1,0,2)
976:(0,0,2,2,1,1,1,1,2,0)
977:(0,0,2,2,1,1,1,2,0,1)
978:(0,0,2,2,1,1,1,2,1,0)
979:(0,0,2,2,1,1,2,0,1,1)
980:(0,0,2,2,1,1,2,1,0,1)
981:(0,0,2,2,1,1,2,1,1,0)
982:(0,0,2,2,1,2,0,1,1,1)
983:(0,0,2,2,1,2,1,0,1,1)
984:(0,0,2,2,1,2,1,1,0,1)
985:(0,0,2,2,1,2,1,1,1,0)
986:(0,0,2,2,2,0,1,1,1,1)
987:(0,0,2,2,2,1,0,1,1,1)
988:(0,0,2,2,2,1,1,0,1,1)
989:(0,0,2,2,2,1,1,1,0,1)
990:(0,0,2,2,2,1,1,1,1,0)
991:(0,1,0,0,0,0,0,0,0,0)
992:(0,1,0,0,0,0,0,0,1,2)
993:(0,1,0,0,0,0,0,0,2,1)
994:(0,1,0,0,0,0,0,1,0,2)
995:(0,1,0,0,0,0,0,1,2,0)
996:(0,1,0,0,0,0,0,2,0,1)
997:(0,1,0,0,0,0,0,2,1,0)
998:(0,1,0,0,0,0,1,0,0,2)
999:(0,1,0,0,0,0,1,0,2,0)
1000:(0,1,0,0,0,0,1,1,2,2)
1001:(0,1,0,0,0,0,1,2,0,0)
1002:(0,1,0,0,0,0,1,2,1,2)
1003:(0,1,0,0,0,0,1,2,2,1)
1004:(0,1,0,0,0,0,2,0,0,1)
1005:(0,1,0,0,0,0,2,0,1,0)
1006:(0,1,0,0,0,0,2,1,0,0)
1007:(0,1,0,0,0,0,2,1,1,2)
1008:(0,1,0,0,0,0,2,1,2,1)
1009:(0,1,0,0,0,0,2,2,1,1)
1010:(0,1,0,0,0,1,0,0,0,2)
1011:(0,1,0,0,0,1,0,0,2,0)
1012:(0,1,0,0,0,1,0,1,2,2)
1013:(0,1,0,0,0,1,0,2,0,0)
1014:(0,1,0,0,0,1,0,2,1,2)
1015:(0,1,0,0,0,1,0,2,2,1)
1016:(0,1,0,0,0,1,1,0,2,2)
1017:(0,1,0,0,0,1,1,2,0,2)
1018:(0,1,0,0,0,1,1,2,2,0)
1019:(0,1,0,0,0,1,2,0,0,0)
1020:(0,1,0,0,0,1,2,0,1,2)
1021:(0,1,0,0,0,1,2,0,2,1)
1022:(0,1,0,0,0,1,2,1,0,2)
1023:(0,1,0,0,0,1,2,1,2,0)
1024:(0,1,0,0,0,1,2,2,0,1)
1025:(0,1,0,0,0,1,2,2,1,0)
1026:(0,1,0,0,0,2,0,0,0,1)
1027:(0,1,0,0,0,2,0,0,1,0)
1028:(0,1,0,0,0,2,0,1,0,0)
1029:(0,1,0,0,0,2,0,1,1,2)
1030:(0,1,0,0,0,2,0,1,2,1)
1031:(0,1,0,0,0,2,0,2,1,1)
1032:(0,1,0,0,0,2,1,0,0,0)
1033:(0,1,0,0,0,2,1,0,1,2)
1034:(0,1,0,0,0,2,1,0,2,1)
1035:(0,1,0,0,0,2,1,1,0,2)
1036:(0,1,0,0,0,2,1,1,2,0)
1037:(0,1,0,0,0,2,1,2,0,1)
1038:(0,1,0,0,0,2,1,2,1,0)
1039:(0,1,0,0,0,2,2,0,1,1)
1040:(0,1,0,0,0,2,2,1,0,1)
1041:(0,1,0,0,0,2,2,1,1,0)
1042:(0,1,0,0,1,0,0,0,0,2)
1043:(0,1,0,0,1,0,0,0,2,0)
1044:(0,1,0,0,1,0,0,1,2,2)
1045:(0,1,0,0,1,0,0,2,0,0)
1046:(0,1,0,0,1,0,0,2,1,2)
1047:(0,1,0,0,1,0,0,2,2,1)
1048:(0,1,0,0,1,0,1,0,2,2)
1049:(0,1,0,0,1,0,1,2,0,2)
1050:(0,1,0,0,1,0,1,2,2,0)
1051:(0,1,0,0,1,0,2,0,0,0)
1052:(0,1,0,0,1,0,2,0,1,2)
1053:(0,1,0,0,1,0,2,0,2,1)
1054:(0,1,0,0,1,0,2,1,0,2)
1055:(0,1,0,0,1,0,2,1,2,0)
1056:(0,1,0,0,1,0,2,2,0,1)
1057:(0,1,0,0,1,0,2,2,1,0)
1058:(0,1,0,0,1,1,0,0,2,2)
1059:(0,1,0,0,1,1,0,2,0,2)
1060:(0,1,0,0,1,1,0,2,2,0)
1061:(0,1,0,0,1,1,2,0,0,2)
1062:(0,1,0,0,1,1,2,0,2,0)
1063:(0,1,0,0,1,1,2,1,2,2)
1064:(0,1,0,0,1,1,2,2,0,0)
1065:(0,1,0,0,1,1,2,2,1,2)
1066:(0,1,0,0,1,1,2,2,2,1)
1067:(0,1,0,0,1,2,0,0,0,0)
1068:(0,1,0,0,1,2,0,0,1,2)
1069:(0,1,0,0,1,2,0,0,2,1)
1070:(0,1,0,0,1,2,0,1,0,2)
1071:(0,1,0,0,1,2,0,1,2,0)
1072:(0,1,0,0,1,2,0,2,0,1)
1073:(0,1,0,0,1,2,0,2,1,0)
1074:(0,1,0,0,1,2,1,0,0,2)
1075:(0,1,0,0,1,2,1,0,2,0)
1076:(0,1,0,0,1,2,1,1,2,2)
1077:(0,1,0,0,1,2,1,2,0,0)
1078:(0,1,0,0,1,2,1,2,1,2)
1079:(0,1,0,0,1,2,1,2,2,1)
1080:(0,1,0,0,1,2,2,0,0,1)
1081:(0,1,0,0,1,2,2,0,1,0)
1082:(0,1,0,0,1,2,2,1,0,0)
1083:(0,1,0,0,1,2,2,1,1,2)
1084:(0,1,0,0,1,2,2,1,2,1)
1085:(0,1,0,0,1,2,2,2,1,1)
1086:(0,1,0,0,2,0,0,0,0,1)
1087:(0,1,0,0,2,0,0,0,1,0)
1088:(0,1,0,0,2,0,0,1,0,0)
1089:(0,1,0,0,2,0,0,1,1,2)
1090:(0,1,0,0,2,0,0,1,2,1)
1091:(0,1,0,0,2,0,0,2,1,1)
1092:(0,1,0,0,2,0,1,0,0,0)
1093:(0,1,0,0,2,0,1,0,1,2)
1094:(0,1,0,0,2,0,1,0,2,1)
1095:(0,1,0,0,2,0,1,1,0,2)
1096:(0,1,0,0,2,0,1,1,2,0)
1097:(0,1,0,0,2,0,1,2,0,1)
1098:(0,1,0,0,2,0,1,2,1,0)
1099:(0,1,0,0,2,0,2,0,1,1)
1100:(0,1,0,0,2,0,2,1,0,1)
1101:(0,1,0,0,2,0,2,1,1,0)
1102:(0,1,0,0,2,1,0,0,0,0)
1103:(0,1,0,0,2,1,0,0,1,2)
1104:(0,1,0,0,2,1,0,0,2,1)
1105:(0,1,0,0,2,1,0,1,0,2)
1106:(0,1,0,0,2,1,0,1,2,0)
1107:(0,1,0,0,2,1,0,2,0,1)
1108:(0,1,0,0,2,1,0,2,1,0)
1109:(0,1,0,0,2,1,1,0,0,2)
1110:(0,1,0,0,2,1,1,0,2,0)
1111:(0,1,0,0,2,1,1,1,2,2)
1112:(0,1,0,0,2,1,1,2,0,0)
1113:(0,1,0,0,2,1,1,2,1,2)
1114:(0,1,0,0,2,1,1,2,2,1)
1115:(0,1,0,0,2,1,2,0,0,1)
1116:(0,1,0,0,2,1,2,0,1,0)
1117:(0,1,0,0,2,1,2,1,0,0)
1118:(0,1,0,0,2,1,2,1,1,2)
1119:(0,1,0,0,2,1,2,1,2,1)
1120:(0,1,0,0,2,1,2,2,1,1)
1121:(0,1,0,0,2,2,0,0,1,1)
1122:(0,1,0,0,2,2,0,1,0,1)
1123:(0,1,0,0,2,2,0,1,1,0)
1124:(0,1,0,0,2,2,1,0,0,1)
1125:(0,1,0,0,2,2,1,0,1,0)
1126:(0,1,0,0,2,2,1,1,0,0)
1127:(0,1,0,0,2,2,1,1,1,2)
1128:(0,1,0,0,2,2,1,1,2,1)
1129:(0,1,0,0,2,2,1,2,1,1)
1130:(0,1,0,1,0,0,0,0,0,2)
1131:(0,1,0,1,0,0,0,0,2,0)
1132:(0,1,0,1,0,0,0,1,2,2)
1133:(0,1,0,1,0,0,0,2,0,0)
1134:(0,1,0,1,0,0,0,2,1,2)
1135:(0,1,0,1,0,0,0,2,2,1)
1136:(0,1,0,1,0,0,1,0,2,2)
1137:(0,1,0,1,0,0,1,2,0,2)
1138:(0,1,0,1,0,0,1,2,2,0)
1139:(0,1,0,1,0,0,2,0,0,0)
1140:(0,1,0,1,0,0,2,0,1,2)
1141:(0,1,0,1,0,0,2,0,2,1)
1142:(0,1,0,1,0,0,2,1,0,2)
1143:(0,1,0,1,0,0,2,1,2,0)
1144:(0,1,0,1,0,0,2,2,0,1)
1145:(0,1,0,1,0,0,2,2,1,0)
1146:(0,1,0,1,0,1,0,0,2,2)
1147:(0,1,0,1,0,1,0,2,0,2)
1148:(0,1,0,1,0,1,0,2,2,0)
1149:(0,1,0,1,0,1,2,0,0,2)
1150:(0,1,0,1,0,1,2,0,2,0)
1151:(0,1,0,1,0,1,2,1,2,2)
1152:(0,1,0,1,0,1,2,2,0,0)
1153:(0,1,0,1,0,1,2,2,1,2)
1154:(0,1,0,1,0,1,2,2,2,1)
1155:(0,1,0,1,0,2,0,0,0,0)
